ID_P_F,YEAR_F,TMW_F,TML_F,TBW_F,TBL_F,MF_F,ACES_F,DF_F,SRV1_F,WON1_F,WON2_F,SGW_F,BPS_F,PWR1S_F,PWR2S_F,BPW_F,RGW_F,PRIZE_F
4061,2015,20,24,13,18,44,606,158,60,78,54,86,61,27,43,33,15,715497
9488,2015,19,22,20,13,39,624,179,62,79,52,86,65,22,41,28,10,579628
3492,2015,23,24,9,9,43,242,55,64,72,51,79,61,28,50,39,20,593624
1266,2015,20,27,6,11,45,292,106,62,72,51,81,67,27,47,38,19,689618
5844,2015,22,26,10,14,45,282,231,55,72,48,77,61,27,46,36,18,591206
1841,2015,17,23,6,9,38,86,87,66,65,52,74,60,30,53,42,25,773363
9043,2015,19,24,10,13,39,112,70,57,67,53,75,60,26,51,43,21,511665
6081,2015,15,21,7,7,34,175,87,59,69,50,76,54,26,45,43,18,518721
14432,2015,14,25,6,12,39,205,76,60,69,52,78,63,29,50,39,21,509739
2123,2015,8,18,3,8,25,105,65,57,70,50,75,54,25,46,40,16,383936
13429,2015,8,14,3,4,22,132,84,60,69,53,76,59,26,48,45,20,441965
5961,2015,22,28,7,9,46,122,61,69,67,49,76,56,28,49,37,22,645817
578,2015,11,11,11,3,21,155,60,63,72,48,78,58,27,48,38,18,1102008
4045,2015,18,20,10,9,38,288,114,57,73,51,80,58,27,48,30,16,437670
12587,2015,3,5,1,1,5,20,18,64,59,40,54,51,29,48,54,24,146968
736,2015,0,1,1,0,1,5,8,62,61,49,71,60,22,45,14,7,47726
748,2015,2,3,1,1,2,13,8,53,73,46,70,50,30,32,25,13,89475
9584,2015,1,3,1,0,4,26,12,54,72,50,73,56,30,50,43,20,102258
18524,2015,1,1,0,1,2,4,6,65,62,55,72,50,33,58,36,40,77840
427,2015,7,10,2,3,17,78,62,62,72,51,79,62,28,50,41,21,328016
13968,2015,1,1,1,0,2,15,5,61,84,57,87,0,20,52,33,13,46302
11521,2015,1,3,0,2,4,13,16,57,67,47,74,50,23,51,55,20,125758
12614,2015,3,2,2,1,2,5,9,53,62,43,61,63,28,46,42,21,47384
12190,2015,17,21,4,7,37,132,67,63,68,53,77,59,28,49,37,22,424816
762,2015,19,21,7,6,37,176,88,58,71,52,76,59,28,50,39,21,514900
20193,2015,12,14,9,2,26,127,85,55,70,51,75,64,26,49,36,18,426375
9471,2015,1,4,0,5,5,28,16,68,71,50,82,73,21,46,44,15,149294
13799,2015,10,12,3,3,20,88,48,59,69,48,72,57,28,50,46,22,300655
22432,2015,13,19,8,10,28,288,100,60,75,48,80,60,26,50,37,17,491698
6848,2015,11,24,6,8,35,339,200,58,74,44,76,62,28,45,37,18,618280
13447,2015,8,9,2,1,16,41,31,66,65,48,68,45,33,50,41,27,305548
24008,2015,14,17,7,10,31,203,138,61,72,47,79,59,24,48,44,18,372891
1035,2015,14,21,4,11,35,148,69,60,69,48,75,58,28,48,39,21,707079
9833,2015,14,20,7,11,30,163,115,57,72,53,80,65,24,48,39,18,455974
5838,2015,12,13,3,6,19,47,42,62,66,51,75,66,28,47,39,18,288769
17829,2015,11,22,5,7,31,88,99,58,64,50,68,52,31,52,44,27,437342
1181,2015,7,6,8,3,13,127,31,63,75,52,85,65,24,43,38,13,464032
11373,2015,6,6,2,3,10,51,32,58,73,49,79,65,26,49,39,21,213619
20104,2015,0,4,1,0,4,18,14,63,64,43,65,35,23,42,42,14,160575
9831,2015,5,9,3,3,14,36,25,63,70,50,77,52,24,50,38,20,278384
12495,2015,2,3,0,1,1,5,3,67,61,47,73,33,29,21,40,13,118565
563,2015,7,12,2,5,19,93,67,56,70,50,75,59,27,48,42,22,292030
20648,2015,2,6,3,0,6,21,11,65,62,49,63,58,24,44,40,14,138455
5136,2015,5,7,2,8,10,62,38,58,73,50,82,65,25,42,30,16,219878
2904,2015,11,20,7,8,30,209,96,61,71,48,76,57,26,44,39,15,544304
838,2015,13,18,6,9,31,109,85,61,70,49,76,57,28,49,36,20,385869
7970,2015,3,7,3,5,7,63,14,54,75,49,79,66,31,44,34,18,146691
7757,2015,0,1,0,1,1,6,0,53,71,45,73,50,38,41,25,18,108456
13277,2015,4,13,1,5,14,61,48,60,65,50,71,58,27,48,40,19,304066
20847,2015,1,4,0,3,5,26,14,58,63,49,69,60,26,47,46,15,213185
6002,2015,12,20,3,8,32,141,95,53,71,50,77,63,26,47,37,18,418153
11009,2015,7,11,10,5,18,169,60,62,74,50,82,61,22,43,26,9,301836
9521,2015,1,6,0,6,7,50,35,59,72,50,81,65,24,47,47,18,213136
14716,2015,4,8,1,4,12,37,49,67,64,50,71,56,26,48,38,19,299864
14177,2015,5,19,8,13,22,204,105,59,75,45,77,57,27,44,35,15,349053
4964,2015,8,11,3,4,19,165,57,59,74,51,80,58,30,49,38,22,997612
1576,2015,8,10,4,2,16,47,48,59,67,52,73,61,27,52,34,19,316216
9840,2015,3,9,3,4,11,86,47,62,71,50,75,55,24,46,36,15,306296
6831,2015,5,13,4,1,18,62,47,62,64,51,70,59,27,44,35,15,308928
10415,2015,4,9,5,4,13,139,41,58,73,53,82,61,24,40,34,10,237808
5127,2015,3,12,3,4,14,107,33,62,69,49,74,54,20,45,27,11,288271
935,2015,8,10,4,1,16,69,34,64,68,47,73,62,30,48,40,21,250270
12661,2015,5,8,5,4,13,68,45,60,69,51,74,60,24,49,40,18,236442
11701,2015,12,14,4,7,22,135,47,61,70,48,77,55,23,46,34,13,366458
616,2015,7,8,2,3,15,39,56,58,69,45,70,57,33,48,32,26,161420
4003,2015,10,16,6,10,25,213,146,64,74,47,81,65,26,49,31,15,406583
11517,2015,9,11,9,9,20,196,86,56,73,51,79,65,26,45,34,16,318436
1718,2015,7,13,1,8,18,57,64,59,67,50,73,52,29,47,40,20,257566
8313,2015,8,12,4,4,19,78,46,60,72,47,75,54,27,48,33,19,217468
10828,2015,2,5,1,0,5,5,15,65,60,35,53,46,32,49,39,29,223522
1672,2015,6,12,6,1,18,90,40,64,70,49,72,48,30,44,32,18,666132
6458,2015,2,4,2,2,6,43,17,64,68,45,71,62,25,46,21,9,168097
3054,2015,0,3,0,0,3,9,10,58,57,43,52,56,31,58,64,28,62149
75,2015,9,24,4,4,33,88,107,59,67,51,71,53,26,46,37,17,442991
745,2015,6,10,6,3,16,146,84,62,73,48,78,60,26,38,35,12,261107
18485,2015,0,2,0,0,2,4,8,48,63,43,55,18,17,42,13,5,142085
9842,2015,3,5,0,4,8,74,19,60,76,49,84,55,27,47,40,17,193186
23298,2015,1,3,0,2,3,17,11,67,64,54,71,62,25,50,17,11,107661
7393,2015,2,6,1,4,8,39,25,56,62,52,69,52,28,46,33,18,168354
21506,2015,1,2,0,0,3,8,8,63,65,45,69,62,25,51,54,20,92271
1569,2015,6,13,4,2,18,41,38,57,69,49,72,59,23,49,34,15,247040
10231,2015,1,2,1,0,2,6,8,49,68,53,72,44,30,45,35,18,112163
19962,2015,0,1,0,0,1,3,3,47,65,47,70,57,19,59,33,10,92713
26923,2015,4,7,1,8,11,72,44,50,78,52,79,50,23,46,48,18,174658
10014,2015,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,65346
26218,2015,4,9,2,4,11,40,36,59,69,47,72,57,24,48,34,15,232707
13765,2015,1,5,0,0,6,14,13,65,56,45,56,41,26,41,44,13,121906
17928,2015,1,6,3,3,2,7,11,53,64,43,57,50,33,45,38,23,102481
11881,2015,2,4,0,1,6,20,16,59,64,52,68,53,30,45,43,16,132039
3639,2015,5,11,0,3,14,43,35,61,66,48,69,51,25,46,28,16,210179
7818,2015,7,18,3,7,22,113,58,62,70,46,72,55,27,47,38,16,338885
24225,2015,3,5,0,2,8,14,18,59,60,54,67,52,26,51,32,24,179834
3316,2015,1,4,2,1,5,30,16,58,70,53,76,60,22,42,48,14,147984
13269,2015,4,6,4,3,10,46,39,68,67,46,76,67,28,47,30,17,182268
6080,2015,3,10,2,3,13,71,49,59,68,48,73,61,27,46,37,18,213743
5058,2015,0,2,0,2,1,10,3,53,60,48,57,45,20,50,27,20,112539
1936,2015,0,6,1,0,6,13,13,61,59,48,58,54,24,49,40,15,203606
7805,2015,4,10,3,4,14,92,42,70,69,49,80,65,24,44,27,10,211310
2179,2015,0,1,0,0,1,2,2,60,81,38,70,40,24,38,100,10,84470
6642,2015,3,10,6,1,13,60,57,69,63,39,61,50,30,49,40,20,225372
25543,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65277
558,2015,12,18,6,8,26,91,53,65,67,47,73,61,27,50,40,20,382821
22433,2015,0,1,0,1,1,4,10,55,64,50,75,76,29,49,25,13,78019
520,2015,9,12,5,8,20,66,79,61,68,50,74,59,31,46,40,23,358460
7772,2015,4,12,5,5,13,124,49,59,73,49,79,65,24,50,36,16,291303
4454,2015,0,3,0,1,3,5,9,68,62,39,64,50,22,43,19,10,97004
1747,2015,1,3,2,2,4,23,14,57,68,50,73,67,22,46,30,13,165166
6431,2015,2,1,1,0,3,22,10,57,76,60,81,50,26,53,33,19,49494
1003,2015,0,3,1,1,1,2,0,57,31,17,17,17,29,50,20,17,82330
7345,2015,2,6,3,3,5,11,8,64,64,44,66,43,22,37,15,8,151684
9839,2015,0,2,0,0,2,6,3,64,66,50,72,69,30,17,0,0,96478
9229,2015,6,6,5,6,8,101,25,55,75,54,84,66,29,43,43,15,168891
13957,2015,4,4,3,2,7,26,12,62,67,49,74,65,24,49,27,16,97799
7801,2015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61887
14727,2015,7,6,2,3,13,164,59,55,77,52,84,66,25,45,36,17,833037
3992,2015,0,1,0,0,1,4,2,56,63,61,77,25,27,44,20,7,70509
4461,2015,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63171
24084,2015,0,1,0,0,1,2,8,66,70,23,56,60,27,37,25,11,55342
875,2015,7,8,8,8,15,106,27,68,70,51,80,63,27,48,34,19,113674
29372,2015,8,13,4,6,17,68,51,63,68,50,75,59,27,50,36,19,191601
4149,2015,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34593
12534,2015,2,2,2,1,4,9,36,57,71,51,79,62,29,51,27,17,68134
29932,2015,1,1,0,0,2,17,1,53,66,52,78,73,26,55,40,24,55865
29939,2015,1,5,3,2,6,54,15,60,72,47,75,60,21,46,26,10,117352
4084,2015,2,3,1,0,2,7,1,53,65,50,68,63,18,40,75,13,78188
6850,2015,0,3,1,2,3,9,6,55,77,54,78,61,24,49,36,15,120121
20542,2015,1,1,0,0,2,14,3,62,70,42,73,63,29,47,44,19,94279
6817,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48058
9305,2015,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48765
1264,2015,0,2,1,1,2,17,7,50,71,50,76,71,30,43,46,16,99891
8396,2015,0,1,0,0,1,8,7,64,64,37,58,55,12,36,0,0,111943
14814,2015,0,3,0,1,3,11,10,61,64,44,67,50,24,53,39,22,91550
16994,2015,0,2,0,1,2,7,11,58,60,49,66,58,25,36,33,10,131443
5992,2016,56,6,17,6,60,239,144,66,73,57,87,69,36,58,42,35,11013256
1075,2016,54,8,15,5,60,422,145,61,76,54,85,65,33,56,45,36,7965249
1092,2016,39,12,19,11,51,368,136,57,75,57,87,69,30,51,39,24,5517588
677,2016,37,12,7,11,49,103,83,71,69,54,81,70,36,56,45,42,2625485
8806,2016,51,15,14,8,64,211,145,61,72,56,83,68,31,55,44,31,3699201
11704,2016,43,12,23,8,55,681,186,64,80,56,90,71,27,50,34,18,3661571
19,2016,21,7,9,5,28,246,48,62,80,56,90,64,31,50,39,24,1527269
5917,2016,40,12,10,8,51,426,141,64,75,54,84,63,32,52,47,32,2672473
831,2016,31,15,11,9,44,343,123,58,78,51,84,64,30,52,39,24,2018084
20650,2016,52,17,18,13,67,401,202,62,74,55,83,62,31,50,40,26,2359800
6101,2016,34,18,10,15,48,518,124,55,80,55,87,65,28,49,37,23,1957831
3985,2016,28,14,12,11,39,349,123,61,79,52,88,70,28,48,34,21,1594163
673,2016,28,18,6,6,46,138,148,63,69,53,78,63,32,54,42,30,1041210
11226,2016,35,17,8,11,50,243,173,60,70,52,78,63,33,54,44,33,1567908
22434,2016,33,13,18,10,46,635,128,66,76,56,89,69,26,49,38,20,1438777
1837,2016,40,17,17,11,55,203,128,66,70,54,82,66,31,52,41,27,1283760
674,2016,25,12,7,2,36,124,70,62,70,53,79,63,32,52,46,29,1021027
20193,2016,25,17,14,6,41,331,159,54,73,51,79,60,28,48,41,20,1490461
3577,2016,32,18,18,17,50,403,156,61,76,55,86,70,28,49,37,20,1364568
655,2016,25,17,31,19,42,896,209,65,82,56,93,74,20,40,28,7,1062212
11522,2016,28,21,13,16,47,459,109,65,74,49,84,66,26,49,39,19,1067840
11953,2016,30,20,18,6,50,281,177,64,71,52,81,61,31,49,38,22,1146859
11178,2016,28,23,19,13,51,444,131,62,75,54,85,71,26,45,33,19,1004504
17474,2016,25,16,11,11,38,269,150,57,75,54,85,64,28,50,35,21,1102094
5837,2016,26,17,26,28,39,977,122,69,83,55,94,71,23,42,33,11,955870
468,2016,26,19,17,13,44,477,138,58,77,51,84,61,29,48,37,19,1471113
24008,2016,33,21,14,13,52,330,240,62,72,50,80,63,30,49,42,24,1025383
4010,2016,22,20,10,10,41,127,110,58,67,53,75,60,31,50,42,26,850055
4061,2016,28,21,20,17,49,643,149,59,80,52,86,64,26,44,37,16,1060857
678,2016,29,16,6,5,43,220,91,60,74,53,82,63,31,51,36,25,854463
9675,2016,14,10,3,6,24,99,114,59,70,48,74,64,32,55,45,31,1030261
6691,2016,26,24,4,13,50,181,126,64,68,52,78,62,31,49,41,25,990304
7295,2016,24,22,13,8,44,335,103,62,71,49,78,60,29,50,38,22,960748
11923,2016,20,27,5,7,45,156,110,65,70,47,74,56,29,50,37,23,907603
2123,2016,19,18,6,10,35,159,80,57,69,50,72,57,33,51,43,29,595177
4009,2016,23,18,10,8,41,249,135,52,74,54,79,60,29,51,42,23,896335
685,2016,27,19,22,17,46,707,162,61,81,53,87,66,25,44,31,15,627499
12043,2016,21,25,7,10,46,356,216,49,73,47,71,62,32,48,40,26,818190
14432,2016,32,21,13,12,52,227,99,61,70,51,76,56,31,51,47,28,960286
578,2016,20,16,8,8,36,199,92,61,74,52,81,60,27,49,46,20,1802600
11940,2016,24,18,14,8,40,171,143,57,71,52,78,61,29,51,42,24,636436
25165,2016,22,23,12,10,41,249,88,63,70,55,77,54,27,50,35,20,679372
4067,2016,19,17,7,8,34,133,155,57,68,51,74,65,30,53,46,32,582865
4045,2016,20,17,8,10,37,364,149,53,76,52,81,59,30,47,36,21,717311
1035,2016,17,21,9,11,38,148,59,63,69,51,77,61,31,49,40,23,971193
7459,2016,12,16,10,8,28,367,128,59,78,51,85,66,23,47,32,13,544570
13799,2016,24,17,9,6,40,222,132,55,74,52,81,63,29,51,42,23,808157
672,2016,27,20,14,11,47,306,180,64,72,51,82,64,32,49,37,24,749955
9471,2016,14,17,8,15,30,161,89,69,68,54,82,72,28,51,36,22,574854
5136,2016,14,17,9,6,29,156,135,55,73,47,75,63,29,47,45,23,539643
18017,2016,18,20,11,15,36,295,111,65,72,55,84,63,27,48,34,19,635194
1113,2016,11,12,4,5,23,128,113,51,72,47,71,58,31,52,41,25,462080
9305,2016,9,9,9,6,17,95,81,59,70,53,80,66,28,47,39,20,418247
75,2016,15,14,6,4,29,112,92,60,68,53,78,60,29,53,40,25,497053
20847,2016,15,15,10,3,28,189,87,60,72,50,77,64,27,50,40,23,582745
961,2016,21,25,17,8,46,186,181,56,71,50,77,61,29,49,35,20,780251
29932,2016,13,18,7,5,31,261,90,56,73,48,78,63,26,48,37,20,433354
7452,2016,17,17,8,4,34,248,115,57,73,50,78,61,28,50,38,21,582954
854,2016,7,7,3,3,14,71,20,66,72,48,79,59,24,51,36,16,644133
12190,2016,16,18,8,7,32,141,66,65,72,53,81,55,25,46,36,16,431594
10231,2016,10,11,4,5,20,84,46,53,70,54,75,57,30,48,49,27,231348
7806,2016,23,22,7,11,45,220,132,60,71,48,76,59,29,51,41,24,586711
17829,2016,11,14,4,6,25,54,61,61,66,50,71,57,33,52,47,29,378434
6465,2016,22,10,12,7,32,213,79,65,76,53,82,64,29,49,38,30,744259
6081,2016,13,19,9,10,30,195,69,60,72,51,79,63,29,46,34,19,441789
6458,2016,7,12,3,3,19,120,59,60,72,50,80,63,22,43,38,12,390979
14177,2016,6,14,3,4,20,131,95,54,75,49,77,57,29,47,37,20,277191
9831,2016,19,19,5,12,38,168,63,64,67,55,77,55,29,49,45,25,474677
563,2016,18,16,9,7,34,161,138,56,70,50,77,62,27,51,43,22,487335
6002,2016,12,19,6,10,28,108,106,53,72,49,77,67,27,47,35,19,443241
762,2016,6,7,3,2,13,81,46,60,72,54,79,61,23,50,39,18,248425
935,2016,4,6,1,1,10,20,23,72,60,45,63,58,32,50,55,32,208317
13447,2016,20,19,5,9,37,89,81,67,62,52,71,59,32,51,43,29,491058
1576,2016,10,17,5,3,26,67,90,57,66,52,70,58,30,53,42,26,371469
7043,2016,17,21,5,13,38,307,195,60,75,48,79,61,30,50,39,23,751431
7757,2016,11,20,6,9,31,224,141,50,71,47,71,55,25,48,38,20,419544
5054,2016,12,17,5,6,29,100,75,66,65,51,75,64,26,49,44,21,422499
6627,2016,17,18,5,6,35,135,129,58,71,50,77,61,28,50,37,22,468431
7127,2016,14,20,7,7,32,137,141,57,69,53,73,59,30,48,37,24,533408
9043,2016,11,17,7,4,26,69,30,61,64,48,68,60,29,51,40,23,396290
25543,2016,6,6,2,4,12,93,35,57,72,52,79,69,30,48,42,21,229187
4003,2016,11,10,4,5,21,144,94,64,72,50,80,72,29,47,43,22,341577
9833,2016,8,12,2,5,18,60,59,59,66,49,71,59,28,52,33,22,325748
13957,2016,3,6,1,3,7,23,20,68,69,50,80,65,28,47,47,21,148722
10995,2016,12,19,11,8,31,281,91,58,74,49,77,59,28,48,37,19,464633
4146,2016,14,20,12,8,31,208,100,60,71,52,81,71,24,45,35,14,427751
11881,2016,6,11,2,5,17,53,71,60,65,48,70,58,30,50,36,22,274970
20648,2016,8,15,2,6,22,70,54,66,66,49,71,64,31,49,42,30,256458
4964,2016,7,14,7,3,21,169,78,60,70,47,74,59,27,49,43,19,805029
11373,2016,6,17,5,8,23,108,46,58,68,53,77,63,26,44,35,16,311954
1042,2016,14,12,1,6,25,42,26,75,63,55,74,60,32,53,41,30,477578
791,2016,18,20,6,8,36,188,94,57,71,51,79,63,26,50,43,22,637839
22433,2016,3,9,2,3,12,75,35,58,75,52,80,58,26,46,35,16,271390
12661,2016,9,8,7,6,17,131,58,59,74,52,81,65,25,50,39,21,342775
5058,2016,3,1,3,2,2,16,8,60,77,49,88,80,30,42,33,15,121058
24225,2016,8,10,1,2,18,37,38,60,68,56,76,60,24,54,43,21,265213
26923,2016,7,10,2,4,17,88,59,51,73,51,75,53,26,50,45,22,324674
7393,2016,6,7,2,3,13,44,33,60,67,50,73,63,24,48,46,24,187045
2904,2016,9,16,3,4,25,133,73,61,71,45,72,51,29,46,38,20,325307
10828,2016,3,9,2,2,12,28,41,68,61,50,67,62,28,49,43,28,241005
14609,2016,6,6,1,3,12,32,21,67,68,53,81,64,24,46,40,20,140266
5127,2016,4,7,2,3,11,63,36,58,71,50,77,57,23,48,54,18,223569
5838,2016,2,4,2,0,6,30,26,56,72,51,75,53,27,51,35,21,207060
6848,2016,7,14,2,6,21,199,104,55,74,48,76,62,26,47,36,18,403034
1266,2016,8,13,4,7,19,130,78,56,72,49,75,54,25,45,39,17,362310
22439,2016,3,2,0,1,5,30,17,60,71,50,80,67,33,43,53,24,148764
427,2016,9,9,3,6,18,108,73,60,73,48,79,62,30,49,37,21,547550
21506,2016,6,9,2,2,15,61,39,62,68,50,73,54,29,49,42,22,152770
14716,2016,6,7,5,2,10,27,32,66,68,50,73,59,26,52,42,21,179350
4454,2016,4,9,0,2,13,19,35,67,62,46,60,46,28,51,37,25,217051
3054,2016,2,9,1,3,10,34,40,59,68,49,66,51,23,45,36,18,206992
14727,2016,6,10,5,8,16,161,88,56,75,50,81,56,26,43,47,16,1295540
3492,2016,7,21,5,6,26,171,54,64,69,49,76,55,27,48,37,17,416622
7540,2016,11,15,4,8,24,112,84,62,71,48,79,63,27,50,36,18,366189
18485,2016,6,9,2,2,15,74,48,57,65,56,74,58,24,51,39,19,285318
12534,2016,8,9,8,3,16,85,88,58,68,48,74,62,27,48,36,19,222846
918,2016,13,22,5,6,32,139,136,58,71,48,74,62,29,48,40,24,481838
6831,2016,8,10,5,4,18,101,48,60,69,50,74,59,30,47,42,21,210578
1181,2016,12,17,13,6,29,208,86,63,72,50,79,59,27,44,31,15,721209
9094,2016,7,22,8,11,28,231,94,58,73,47,77,55,23,43,36,12,760826
875,2016,4,9,3,5,13,51,30,63,67,52,74,51,31,48,44,21,240212
838,2016,8,10,3,2,18,60,75,57,67,47,69,58,29,47,42,21,195329
13048,2016,3,7,2,6,9,30,33,60,66,52,74,60,27,50,38,20,176532
6080,2016,4,7,1,4,11,35,30,58,69,47,73,54,32,53,43,26,185596
7818,2016,1,2,1,1,3,26,6,58,81,51,82,50,21,38,43,9,92591
19962,2016,2,6,1,3,8,55,31,57,72,50,80,57,25,46,39,14,194785
8721,2016,9,4,3,1,12,29,27,67,65,52,75,73,36,48,38,35,221638
29939,2016,1,6,1,5,7,40,18,65,69,53,76,53,25,50,38,18,163404
5961,2016,9,14,6,3,21,103,39,59,70,50,75,59,29,48,41,20,293459
13429,2016,8,19,4,5,27,147,79,59,70,48,73,55,26,49,41,19,388637
12594,2016,0,1,0,0,1,5,7,53,67,51,71,69,5,47,100,7,118707
775,2016,3,4,2,2,6,22,16,57,74,50,75,42,25,51,55,19,165045
8313,2016,3,4,3,1,7,29,23,62,66,54,73,49,24,52,49,21,92255
18648,2016,1,2,0,1,3,4,10,63,61,56,71,60,30,56,48,28,90279
7805,2016,1,5,2,3,6,32,10,73,65,51,74,60,27,46,26,11,133796
8753,2016,1,1,0,1,1,13,2,57,61,40,56,62,41,51,58,44,110222
12614,2016,2,4,1,1,5,18,16,58,68,52,73,50,29,50,38,19,90818
616,2016,7,8,0,2,15,49,45,60,72,55,81,54,25,47,41,19,187556
3996,2016,3,4,2,2,7,7,25,61,67,46,70,44,29,48,43,22,133922
7970,2016,5,13,4,5,17,122,26,61,71,47,76,57,26,45,36,14,194561
22807,2016,2,3,1,3,5,30,7,57,73,54,82,63,32,45,28,19,99104
1936,2016,2,5,1,1,7,25,27,61,61,51,71,66,28,53,29,18,145419
26059,2016,8,13,1,5,19,42,29,67,65,48,71,47,27,50,38,19,223745
12653,2016,2,4,2,0,6,23,30,61,66,51,73,64,30,48,40,21,166928
13674,2016,2,3,1,2,3,7,12,52,56,53,60,53,34,54,44,34,110152
20104,2016,3,10,1,2,12,29,23,63,66,47,72,60,24,41,27,10,186931
26218,2016,2,6,3,2,8,38,28,58,66,50,72,61,23,43,29,12,99132
11009,2016,4,9,3,4,13,97,54,59,71,48,75,56,26,46,36,16,185150
745,2016,4,7,3,3,11,53,21,69,68,47,74,64,29,49,34,18,132016
10014,2016,5,5,4,1,7,32,13,57,68,48,78,75,24,47,35,16,104117
25171,2016,3,5,0,5,8,80,47,61,72,44,78,70,27,48,39,20,216176
26221,2016,3,2,0,0,5,21,24,55,68,44,66,63,31,54,43,36,81812
23298,2016,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56475
4149,2016,1,2,0,1,2,5,3,50,69,49,69,55,38,54,36,33,81893
6820,2016,1,2,0,2,3,7,7,62,62,64,79,72,22,56,53,24,91961
6850,2016,2,3,0,1,5,18,12,58,69,49,76,64,22,57,37,27,125652
9584,2016,0,1,0,0,1,6,2,54,70,41,64,38,18,40,25,7,76823
13032,2016,1,3,0,1,4,11,15,62,63,46,67,50,27,54,43,21,91654
6431,2016,2,4,2,3,6,74,30,63,73,51,83,64,24,48,42,15,164365
3639,2016,0,5,1,2,3,11,8,58,60,52,69,58,26,49,50,19,108098
19910,2016,0,2,0,0,1,7,1,73,79,92,0,100,0,0,47,0,53634
12083,2016,0,3,0,2,3,19,25,64,69,48,72,76,21,34,25,15,97640
28296,2016,3,1,1,0,1,3,4,61,45,34,23,50,35,50,40,31,79123
10415,2016,1,4,2,1,5,46,10,53,82,47,79,38,27,41,24,10,69031
1264,2016,0,2,0,0,2,9,7,57,74,41,74,53,21,50,50,10,110016
14606,2016,0,1,0,0,1,7,4,52,71,38,60,56,27,19,50,10,72445
24084,2016,0,1,0,0,1,1,4,61,63,58,73,43,28,28,33,6,75938
1672,2016,2,3,2,0,5,20,11,68,61,48,65,51,29,49,42,21,475614
11517,2016,3,7,1,5,10,104,37,52,75,52,83,72,25,46,43,17,172187
13277,2016,1,4,0,0,5,16,11,67,57,42,54,52,27,46,35,17,74435
27111,2016,2,4,0,1,6,42,19,56,74,52,81,62,21,48,32,14,122432
9229,2016,3,4,2,1,4,34,16,59,72,55,78,33,24,45,54,13,100219
14982,2016,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38668
11489,2016,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70917
6817,2016,1,5,0,1,6,22,16,60,69,42,69,61,28,48,41,19,135169
13617,2016,1,2,0,0,3,26,13,58,71,49,78,74,27,44,43,18,125904
12587,2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48835
13764,2016,0,1,0,0,1,1,3,56,63,36,56,56,25,60,10,11,31357
25372,2016,2,4,4,2,6,14,23,61,67,54,76,63,18,49,35,11,115034
14891,2016,3,3,1,6,6,83,25,62,81,50,91,69,20,41,31,10,131220
13269,2016,2,2,2,3,2,5,7,51,69,54,71,64,32,46,39,24,48793
20654,2016,0,1,0,0,1,6,2,69,53,56,57,45,28,32,29,14,95625
14814,2016,0,2,0,1,2,15,12,59,66,41,63,45,24,52,43,28,92408
12921,2016,2,3,0,2,1,1,1,74,56,50,54,40,16,44,33,8,83107
5083,2016,0,1,1,0,1,14,8,50,84,40,75,60,17,49,11,7,50378
10202,2016,1,1,0,1,2,9,16,67,67,46,70,57,24,53,29,24,126129
11683,2016,0,1,0,2,1,2,0,67,56,50,61,59,33,60,67,33,85322
29372,2016,2,4,1,0,5,4,13,62,62,50,64,47,21,44,36,10,97763
